,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5514361,3737779,HK809808,12/08/2004 06:00:00 AM,003XX W OAK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1823,18.0,27.0,8.0,14,1173484.0,1907095.0,2004,04/15/2016 08:55:02 AM,41.900489748,-87.638224621,"(41.900489748, -87.638224621)"
5514362,3737782,HK670276,10/06/2004 06:05:00 PM,007XX S KENNETH AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1131,11.0,24.0,26.0,18,1146812.0,1896155.0,2004,04/15/2016 08:55:02 AM,41.871020381,-87.736472172,"(41.871020381, -87.736472172)"
5514364,3737784,HK682268,10/12/2004 02:50:00 PM,047XX W FULTON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1113,11.0,28.0,25.0,18,1144824.0,1901373.0,2004,04/15/2016 08:55:02 AM,41.885376906,-87.743639294,"(41.885376906, -87.743639294)"
5514366,3737786,HL106391,11/01/2004 05:00:00 PM,093XX S SAGINAW AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,423,4.0,7.0,48.0,06,1195508.0,1843545.0,2004,04/15/2016 08:55:02 AM,41.725587419,-87.559433241,"(41.725587419, -87.559433241)"
5514368,3737789,HL106467,12/30/2004 05:00:00 PM,028XX E 89TH ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,423,4.0,10.0,46.0,06,1196691.0,1846507.0,2004,04/15/2016 08:55:02 AM,41.73368613,-87.555001839,"(41.73368613, -87.555001839)"
5514376,3737801,HK809804,12/08/2004 06:00:00 AM,003XX W OAK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1823,18.0,27.0,8.0,14,1173484.0,1907095.0,2004,04/15/2016 08:55:02 AM,41.900489748,-87.638224621,"(41.900489748, -87.638224621)"
5514379,3737804,HK837704,12/31/2004 11:15:00 AM,019XX S SAWYER AVE,2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,RESIDENCE PORCH/HALLWAY,True,False,1022,10.0,24.0,29.0,15,1155001.0,1890358.0,2004,04/15/2016 08:55:02 AM,41.854952592,-87.706562587,"(41.854952592, -87.706562587)"
5514386,3737812,HL104400,01/03/2004 01:00:00 PM,030XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,1033,10.0,12.0,30.0,06,1155512.0,1884264.0,2004,04/15/2016 08:55:02 AM,41.838219696,-87.704850674,"(41.838219696, -87.704850674)"
5514388,3737814,HL106683,12/14/2004 11:59:00 PM,095XX S STONY ISLAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GROCERY FOOD STORE,False,False,511,5.0,8.0,50.0,11,1188503.0,1842146.0,2004,04/15/2016 08:55:02 AM,41.721918366,-87.585137009,"(41.721918366, -87.585137009)"
5514390,3737817,HK809800,12/08/2004 06:00:00 AM,003XX W OAK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1823,18.0,27.0,8.0,14,1173484.0,1907095.0,2004,04/15/2016 08:55:02 AM,41.900489748,-87.638224621,"(41.900489748, -87.638224621)"
5514391,3737818,HL107898,11/18/2004 04:00:00 PM,056XX S HERMITAGE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,715,7.0,15.0,67.0,26,1165639.0,1867345.0,2004,04/15/2016 08:55:02 AM,41.791582722,-87.668170388,"(41.791582722, -87.668170388)"
5514393,3737822,HL103991,12/31/2004 02:00:00 PM,045XX W CERMAK RD,0610,BURGLARY,FORCIBLE ENTRY,OTHER,False,False,1012,10.0,24.0,29.0,05,1146524.0,1888991.0,2004,04/15/2016 08:55:02 AM,41.851366951,-87.737712004,"(41.851366951, -87.737712004)"
5514394,3737824,HK826114,12/24/2004 10:27:12 AM,018XX S DRAKE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1021,10.0,24.0,29.0,18,1152999.0,1890694.0,2004,04/15/2016 08:55:02 AM,41.855914482,-87.713901957,"(41.855914482, -87.713901957)"
5514398,3737829,HK812935,12/16/2004 08:30:00 PM,008XX W GRAND AVE,0460,BATTERY,SIMPLE,CTA BUS,False,False,1323,12.0,27.0,24.0,08B,1170464.0,1903672.0,2004,04/15/2016 08:55:02 AM,41.891163433,-87.649417367,"(41.891163433, -87.649417367)"
5514400,3737830,HK826536,12/24/2004 03:38:51 PM,030XX S DRAKE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1032,10.0,22.0,30.0,18,1153183.0,1884189.0,2004,04/15/2016 08:55:02 AM,41.838060332,-87.71339894,"(41.838060332, -87.71339894)"
5514403,3737835,HK838625,12/31/2004 08:15:00 PM,035XX W FLOURNOY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1133,11.0,24.0,27.0,08B,1152863.0,1896802.0,2004,04/15/2016 08:55:02 AM,41.872678215,-87.714239472,"(41.872678215, -87.714239472)"
5514404,3737838,HK832912,12/28/2004 08:00:00 PM,030XX W ARTHINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1134,11.0,28.0,27.0,08B,1156235.0,1895883.0,2004,04/15/2016 08:55:02 AM,41.870088978,-87.701884089,"(41.870088978, -87.701884089)"
5514405,3737839,HK826873,12/24/2004 07:23:58 PM,119XX S EGGLESTON AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,RESIDENCE PORCH/HALLWAY,True,False,522,5.0,34.0,53.0,16,1175446.0,1825683.0,2004,04/15/2016 08:55:02 AM,41.677042924,-87.63345239,"(41.677042924, -87.63345239)"
5514408,3737842,HK833580,12/29/2004 09:00:00 AM,033XX W LEXINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1134,11.0,24.0,27.0,08B,1154266.0,1896506.0,2004,04/15/2016 08:55:02 AM,41.871838076,-87.709096295,"(41.871838076, -87.709096295)"
5514409,3737843,HK826898,12/24/2004 08:24:15 PM,041XX W 16TH ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,True,False,1012,10.0,24.0,29.0,18,1149155.0,1891729.0,2004,04/15/2016 08:55:02 AM,41.85882988,-87.727984675,"(41.85882988, -87.727984675)"
5514410,3737844,HL106084,01/04/2004 07:45:00 AM,085XX S BURLEY AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,424,4.0,10.0,46.0,06,1199292.0,1849067.0,2004,04/15/2016 08:55:02 AM,41.74064602,-87.545387414,"(41.74064602, -87.545387414)"
5514411,3737845,HK812815,12/16/2004 03:00:00 AM,003XX W ERIE ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,1831,18.0,42.0,8.0,08B,1174061.0,1904721.0,2004,04/15/2016 08:55:02 AM,41.893962515,-87.636176148,"(41.893962515, -87.636176148)"
5514415,3737849,HL107934,12/26/2004 09:00:00 AM,035XX S DAMEN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,922,9.0,11.0,59.0,26,1163597.0,1881251.0,2004,04/15/2016 08:55:02 AM,41.829785535,-87.675267577,"(41.829785535, -87.675267577)"
5514416,3737850,HK831652,12/28/2004 09:10:00 AM,033XX W LEXINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1134,11.0,24.0,27.0,08B,1154266.0,1896506.0,2004,04/15/2016 08:55:02 AM,41.871838076,-87.709096295,"(41.871838076, -87.709096295)"
5514418,3737852,HK837232,12/31/2004 01:30:00 AM,041XX W LAKE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1114,11.0,28.0,26.0,08B,1148706.0,1901505.0,2004,04/15/2016 08:55:02 AM,41.885665042,-87.729380331,"(41.885665042, -87.729380331)"
5514419,3737854,HK827582,12/25/2004 01:29:22 PM,018XX S DRAKE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1021,10.0,24.0,29.0,18,1152998.0,1890727.0,2004,04/15/2016 08:55:02 AM,41.856005057,-87.713904753,"(41.856005057, -87.713904753)"
5514421,3737857,HK828369,12/26/2004 06:53:00 AM,009XX N RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1112,11.0,27.0,23.0,08B,1151211.0,1906080.0,2004,04/15/2016 08:55:02 AM,41.898170565,-87.720061322,"(41.898170565, -87.720061322)"
5514423,3737859,HL104914,01/03/2004 03:30:00 PM,115XX S ASHLAND AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,524,5.0,34.0,53.0,06,1167745.0,1828216.0,2004,04/15/2016 08:55:02 AM,41.684162111,-87.661568029,"(41.684162111, -87.661568029)"
5514426,3737862,HK838571,12/31/2004 08:20:00 PM,003XX S HAMLIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1133,11.0,28.0,26.0,08B,1151093.0,1898340.0,2004,04/15/2016 08:55:02 AM,41.876933506,-87.72069769,"(41.876933506, -87.72069769)"
5514427,3737863,HL100319,12/31/2004 11:50:00 PM,002XX W 118TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,True,False,522,5.0,34.0,53.0,15,1176926.0,1826695.0,2004,04/15/2016 08:55:02 AM,41.679786891,-87.628004859,"(41.679786891, -87.628004859)"
5514428,3737864,HK832830,12/28/2004 07:45:00 PM,042XX W WALTON ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,1111,11.0,37.0,23.0,06,1147898.0,1905995.0,2004,04/15/2016 08:55:02 AM,41.898001657,-87.732231986,"(41.898001657, -87.732231986)"
5514430,3737869,HK835729,12/17/2004 09:00:00 AM,007XX N RIDGEWAY AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,1112,11.0,27.0,23.0,06,1151257.0,1904584.0,2004,04/15/2016 08:55:02 AM,41.894064488,-87.719931651,"(41.894064488, -87.719931651)"
5514432,3737871,HK838340,12/31/2004 04:08:00 PM,036XX W DIVISION ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,OTHER,False,False,1112,11.0,27.0,23.0,11,1151706.0,1907749.0,2004,04/15/2016 08:55:02 AM,41.902740739,-87.718199261,"(41.902740739, -87.718199261)"
5514433,3737873,HL107941,06/01/2004 12:00:00 AM,004XX N COLUMBUS DR,0583,STALKING,CYBERSTALKING,COMMERCIAL / BUSINESS OFFICE,False,False,1834,18.0,42.0,8.0,08A,1178393.0,1903368.0,2004,04/15/2016 08:55:02 AM,41.890152128,-87.620307606,"(41.890152128, -87.620307606)"
5514435,3737877,HK834465,12/23/2004 03:00:00 PM,036XX W FRANKLIN BLVD,0810,THEFT,OVER $500,STREET,False,False,1122,11.0,27.0,23.0,06,1152204.0,1903093.0,2004,04/15/2016 08:55:02 AM,41.889954403,-87.716492966,"(41.889954403, -87.716492966)"
5514437,3737882,HK838376,12/31/2004 05:40:00 PM,039XX W MADISON ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1122,11.0,28.0,26.0,06,1150223.0,1899725.0,2004,04/15/2016 08:55:02 AM,41.880751096,-87.723855981,"(41.880751096, -87.723855981)"
5514440,3737889,HK639424,09/21/2004 10:00:00 PM,092XX S GREENWOOD AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,True,False,413,4.0,8.0,47.0,18,1185158.0,1844035.0,2004,04/15/2016 08:55:02 AM,41.727181119,-87.597329893,"(41.727181119, -87.597329893)"
5514442,3737894,HK836900,12/30/2004 09:43:15 PM,071XX S GREENWOOD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,324,3.0,5.0,69.0,15,1184788.0,1857869.0,2004,04/15/2016 08:55:02 AM,41.765151726,-87.598252328,"(41.765151726, -87.598252328)"
5514443,3737896,HL107767,12/23/2004 10:00:00 PM,018XX N NEWCASTLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2513,25.0,36.0,25.0,14,1130472.0,1911383.0,2004,04/15/2016 08:55:02 AM,41.913104244,-87.796113238,"(41.913104244, -87.796113238)"
5514444,3737898,HK836431,12/30/2004 02:00:00 PM,024XX S STATE ST,0460,BATTERY,SIMPLE,TAVERN/LIQUOR STORE,False,False,134,1.0,3.0,33.0,08B,1176703.0,1888084.0,2004,04/15/2016 08:55:02 AM,41.848250254,-87.626975854,"(41.848250254, -87.626975854)"
5514445,3737899,HK636885,09/20/2004 07:40:00 PM,056XX W BERENICE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1633,16.0,38.0,15.0,18,1138158.0,1925032.0,2004,04/15/2016 08:55:02 AM,41.950422983,-87.767545242,"(41.950422983, -87.767545242)"
5514447,3737904,HK682271,10/12/2004 03:00:00 PM,001XX N KILPATRICK AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1113,11.0,28.0,25.0,18,1145033.0,1900330.0,2004,04/15/2016 08:55:02 AM,41.882510847,-87.742898151,"(41.882510847, -87.742898151)"
5514448,3737907,HK637864,09/21/2004 10:15:00 AM,029XX W FIFTH AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1124,11.0,2.0,27.0,18,1156649.0,1899487.0,2004,04/15/2016 08:55:02 AM,41.879970349,-87.700266571,"(41.879970349, -87.700266571)"
5514449,3737912,HK682301,10/12/2004 03:10:00 PM,043XX W GLADYS AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1131,11.0,28.0,26.0,18,1147546.0,1898002.0,2004,04/15/2016 08:55:02 AM,41.876074731,-87.733729997,"(41.876074731, -87.733729997)"
5514450,3737916,HK633842,09/19/2004 11:45:00 AM,077XX S GREENWOOD AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,True,False,624,6.0,8.0,69.0,18,1184894.0,1853913.0,2004,04/15/2016 08:55:02 AM,41.754293591,-87.597987758,"(41.754293591, -87.597987758)"
5514451,3737917,HK816426,12/18/2004 07:57:00 PM,014XX N SEDGWICK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1821,18.0,27.0,8.0,08B,1173383.0,1909994.0,2004,04/15/2016 08:55:02 AM,41.908446999,-87.638509347,"(41.908446999, -87.638509347)"
5514452,3737918,HK683158,10/12/2004 09:40:00 PM,082XX S MARYLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,631,6.0,8.0,44.0,18,1183336.0,1850642.0,2004,04/15/2016 08:55:02 AM,41.745354023,-87.603798903,"(41.745354023, -87.603798903)"
5514453,3737920,HL107995,07/26/2004 09:00:00 PM,065XX S DR MARTIN LUTHER KING JR DR,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,True,312,3.0,20.0,69.0,26,1180044.0,1861810.0,2004,04/15/2016 08:55:02 AM,41.77607617,-87.615519783,"(41.77607617, -87.615519783)"
5514455,3737929,HK633049,09/19/2004 11:50:00 PM,057XX S SHIELDS AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,True,False,711,7.0,20.0,68.0,18,1174948.0,1866967.0,2004,04/15/2016 08:55:02 AM,41.790342737,-87.634047464,"(41.790342737, -87.634047464)"
5514456,3737931,HK683343,10/13/2004 12:30:00 AM,026XX W 71ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,831,8.0,18.0,66.0,18,1159798.0,1857464.0,2004,04/15/2016 08:55:02 AM,41.764589879,-87.689859431,"(41.764589879, -87.689859431)"
5514458,3737934,HK769973,11/23/2004 11:35:00 PM,035XX W ARMITAGE AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,True,False,1413,14.0,26.0,22.0,16,1152306.0,1913056.0,2004,04/15/2016 08:55:02 AM,41.917291808,-87.715855006,"(41.917291808, -87.715855006)"
5514460,3737937,HK837495,12/30/2004 10:00:00 PM,016XX N LA SALLE DR,0610,BURGLARY,FORCIBLE ENTRY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,True,False,1814,18.0,43.0,7.0,05,1174831.0,1911181.0,2004,04/15/2016 08:55:02 AM,41.911671873,-87.63315457,"(41.911671873, -87.63315457)"
5514462,3737942,HK683370,10/13/2004 12:40:00 AM,072XX S WESTERN AVE,2027,NARCOTICS,POSS: CRACK,STREET,True,False,832,8.0,18.0,66.0,18,1161626.0,1856687.0,2004,04/15/2016 08:55:02 AM,41.762419957,-87.683180808,"(41.762419957, -87.683180808)"
5514464,3737944,HK465712,06/30/2004 08:22:00 PM,051XX W MADISON ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,True,False,1533,15.0,28.0,25.0,18,1142313.0,1899543.0,2004,04/15/2016 08:55:02 AM,41.880402139,-87.752905714,"(41.880402139, -87.752905714)"
5514466,3737947,HK769974,11/23/2004 11:55:00 PM,035XX W ARMITAGE AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,True,False,1413,14.0,26.0,22.0,16,1152306.0,1913056.0,2004,04/15/2016 08:55:02 AM,41.917291808,-87.715855006,"(41.917291808, -87.715855006)"
5514469,3737950,HK837474,12/31/2004 08:45:00 AM,012XX N HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,True,False,1822,18.0,32.0,8.0,26,1170779.0,1908521.0,2004,04/15/2016 08:55:02 AM,41.904462488,-87.648118305,"(41.904462488, -87.648118305)"
5514471,3737952,HK837497,11/02/2004 09:00:00 AM,033XX W CARROLL AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1123,11.0,28.0,27.0,06,1153986.0,1902202.0,2004,04/15/2016 08:55:02 AM,41.887474071,-87.709972402,"(41.887474071, -87.709972402)"
5514472,3737955,HK534511,08/03/2004 02:50:00 PM,051XX S AVERS AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,True,False,822,8.0,23.0,62.0,18,1151573.0,1870251.0,2004,04/15/2016 08:55:02 AM,41.799844281,-87.719672106,"(41.799844281, -87.719672106)"
5514474,3737958,HK837482,12/30/2004 10:00:00 PM,030XX W LEXINGTON ST,0810,THEFT,OVER $500,SIDEWALK,False,False,1134,11.0,28.0,27.0,06,1156214.0,1896546.0,2004,04/15/2016 08:55:02 AM,41.871908743,-87.701943282,"(41.871908743, -87.701943282)"
5514475,3737961,HK776866,11/28/2004 03:47:00 AM,012XX W 59TH ST,2027,NARCOTICS,POSS: CRACK,STREET,True,False,713,7.0,16.0,67.0,18,1168845.0,1865649.0,2004,04/15/2016 08:55:02 AM,41.786860029,-87.656463563,"(41.786860029, -87.656463563)"
5514477,3737965,HK833795,12/28/2004 05:30:00 PM,018XX N DAYTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1813,18.0,43.0,7.0,14,1170339.0,1912379.0,2004,04/15/2016 08:55:02 AM,41.915058689,-87.649621573,"(41.915058689, -87.649621573)"
5514479,3737970,HL108013,12/30/2004 01:00:00 PM,076XX S DOBSON AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,624,6.0,8.0,69.0,07,1184543.0,1854666.0,2004,04/15/2016 08:55:02 AM,41.756368124,-87.599250499,"(41.756368124, -87.599250499)"
5514480,3737972,HK683393,10/13/2004 01:00:00 AM,065XX S WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,True,False,832,8.0,15.0,66.0,18,1161498.0,1861222.0,2004,04/15/2016 08:55:02 AM,41.774867297,-87.683524373,"(41.774867297, -87.683524373)"
5514481,3737973,HK821694,12/21/2004 07:40:00 PM,014XX N SANDBURG TER,0460,BATTERY,SIMPLE,STREET,False,False,1821,18.0,42.0,8.0,08B,1175096.0,1910192.0,2004,04/15/2016 08:55:02 AM,41.908952071,-87.632210752,"(41.908952071, -87.632210752)"
5514483,3737979,HK838592,12/31/2004 06:35:00 PM,006XX W 119TH ST,0560,ASSAULT,SIMPLE,OTHER,False,False,524,5.0,34.0,53.0,08A,1174019.0,1825966.0,2004,04/15/2016 08:55:02 AM,41.67785121,-87.638667261,"(41.67785121, -87.638667261)"
5514485,3737981,HK830060,12/27/2004 11:00:00 AM,054XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,False,False,934,9.0,16.0,61.0,14,1169907.0,1868736.0,2004,04/15/2016 08:55:02 AM,41.795308102,-87.652480067,"(41.795308102, -87.652480067)"
5514486,3737982,HK776059,11/27/2004 05:10:00 PM,003XX S CICERO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,True,False,1533,15.0,24.0,25.0,18,1144439.0,1898153.0,2004,04/15/2016 08:55:02 AM,41.876548089,-87.745134143,"(41.876548089, -87.745134143)"
5514487,3737986,HK828917,12/26/2004 03:10:00 PM,039XX W VAN BUREN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,1132,11.0,24.0,26.0,08B,1150123.0,1897732.0,2004,04/15/2016 08:55:02 AM,41.87528403,-87.724275108,"(41.87528403, -87.724275108)"
5514488,3737987,HL104889,12/17/2004 01:00:00 PM,055XX S DR MARTIN LUTHER KING JR DR,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,234,2.0,20.0,40.0,10,1179873.0,1868187.0,2004,04/15/2016 08:55:02 AM,41.793579185,-87.615951604,"(41.793579185, -87.615951604)"
5514489,3737988,HL106470,01/03/2004 07:00:00 PM,004XX E 107TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,513,5.0,9.0,49.0,14,1181286.0,1834110.0,2004,04/15/2016 08:55:02 AM,41.700035628,-87.611818086,"(41.700035628, -87.611818086)"
5514490,3737990,HK828669,12/26/2004 12:40:00 PM,051XX S HERMITAGE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,ABANDONED BUILDING,True,False,932,9.0,16.0,61.0,26,1165547.0,1870667.0,2004,04/15/2016 08:55:02 AM,41.800700645,-87.668413515,"(41.800700645, -87.668413515)"
5514491,3737991,HK838003,12/31/2004 02:00:00 PM,011XX N LARRABEE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA APARTMENT,True,False,1823,18.0,27.0,8.0,26,1172122.0,1908040.0,2004,04/15/2016 08:55:02 AM,41.903113054,-87.643199348,"(41.903113054, -87.643199348)"
5514493,3737993,HK769975,11/24/2004 12:35:00 AM,035XX W ARMITAGE AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,True,False,1413,14.0,26.0,22.0,16,1152306.0,1913056.0,2004,04/15/2016 08:55:02 AM,41.917291808,-87.715855006,"(41.917291808, -87.715855006)"
5514495,3737996,HK545586,08/08/2004 10:18:00 PM,055XX W LAKE ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,True,False,1523,15.0,28.0,25.0,18,1139338.0,1902197.0,2004,04/15/2016 08:55:02 AM,41.887739747,-87.76376509,"(41.887739747, -87.76376509)"
5514496,3737997,HK776401,11/27/2004 08:45:00 PM,008XX E 64TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,312,3.0,20.0,42.0,18,1182867.0,1862754.0,2004,04/15/2016 08:55:02 AM,41.778601467,-87.605141689,"(41.778601467, -87.605141689)"
5514499,3738006,HK827684,12/25/2004 02:49:00 PM,047XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,931,9.0,20.0,61.0,14,1166472.0,1873206.0,2004,04/15/2016 08:55:02 AM,41.807648267,-87.664948824,"(41.807648267, -87.664948824)"
5514500,3738007,HK776516,11/27/2004 10:30:00 PM,015XX W 13TH ST,2027,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,True,False,1231,12.0,2.0,28.0,18,1166406.0,1894142.0,2004,04/15/2016 08:55:02 AM,41.865100146,-87.664593068,"(41.865100146, -87.664593068)"
5514501,3738008,HK683479,10/13/2004 04:05:00 AM,028XX W 59TH ST,2022,NARCOTICS,POSS: COCAINE,STREET,True,False,824,8.0,16.0,63.0,18,1158237.0,1865392.0,2004,04/15/2016 08:55:02 AM,41.786377367,-87.695365392,"(41.786377367, -87.695365392)"
5514503,3738011,HK820192,12/21/2004 11:20:00 PM,0000X W SUPERIOR ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,1832,18.0,42.0,8.0,08B,1176127.0,1905362.0,2004,04/15/2016 08:55:02 AM,41.895675136,-87.628569146,"(41.895675136, -87.628569146)"
5514504,3738015,HK830868,12/27/2004 05:00:00 PM,048XX S LOOMIS BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,933,9.0,20.0,61.0,14,1167818.0,1872563.0,2004,04/15/2016 08:55:02 AM,41.805854973,-87.660030541,"(41.805854973, -87.660030541)"
5514505,3738017,HK552063,08/11/2004 10:20:00 PM,029XX W WILCOX ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1124,11.0,2.0,27.0,18,1156836.0,1899214.0,2004,04/15/2016 08:55:02 AM,41.879217423,-87.699587331,"(41.879217423, -87.699587331)"
5514506,3738019,HK769976,11/24/2004 12:45:00 AM,035XX W ARMITAGE AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,True,False,1413,14.0,26.0,22.0,16,1152306.0,1913056.0,2004,04/15/2016 08:55:02 AM,41.917291808,-87.715855006,"(41.917291808, -87.715855006)"
5514508,3738025,HK776508,11/27/2004 10:15:00 PM,055XX W CHICAGO AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,True,False,1524,15.0,37.0,25.0,18,1139174.0,1904791.0,2004,04/15/2016 08:55:02 AM,41.894860993,-87.764304185,"(41.894860993, -87.764304185)"
5514511,3738030,HL105975,12/23/2004 05:00:00 AM,043XX W MADISON ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1115,11.0,28.0,26.0,05,1147451.0,1899660.0,2004,04/15/2016 08:55:02 AM,41.880626297,-87.734036299,"(41.880626297, -87.734036299)"
5514512,3738032,HK795737,12/07/2004 07:00:00 PM,047XX S WINCHESTER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, GROUNDS",True,False,915,9.0,20.0,61.0,18,1164155.0,1873144.0,2004,04/15/2016 08:55:02 AM,41.807527265,-87.673448705,"(41.807527265, -87.673448705)"
5514513,3738033,HK829814,12/27/2004 07:34:44 AM,027XX W 47TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,True,False,912,9.0,12.0,58.0,14,1158994.0,1873390.0,2004,04/15/2016 08:55:02 AM,41.8083095,-87.692371167,"(41.8083095, -87.692371167)"
5514516,3738039,HK825168,12/23/2004 06:00:00 AM,008XX N SEDGWICK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1823,18.0,27.0,8.0,14,1173366.0,1905869.0,2004,04/15/2016 08:55:02 AM,41.897128159,-87.638694498,"(41.897128159, -87.638694498)"
